timestep,0,1,2,3,4,5,6,7,8,9
7407,5,114.1,427.62,391.48,178.81,236.01,401.82,650,68,294.41
7408,11,114.8,422.84,395.68,176.41,253.13,391.51,657.7,82,307.69
7409,9,116.6,424.76,413.2,173.49,301.38,464.75,642.8,97,799.98
7410,7,117.2,421.25,416.62,171.43,335.46,471.78,666.4,110,803.75
7411,11,118.1,410.42,411.93,169.37,350.64,471.16,685.1,109,818.38
7412,10,118.2,401.77,401.16,167.25,374.46,390.41,721.4,108,345.43
7413,11,118.1,402.91,409.07,165.23,369.65,385.64,716.7,120,357.62
7414,9,117.9,400.38,415.1,162.61,347.05,393.44,715.4,87,370.76
7415,5,117.7,396.83,412.76,160.71,273.04,409.47,695.9,84,388.41
7416,5,117.7,389.62,404.27,159.41,227.12,407.21,683.2,73,406.84
7417,4,117.6,391.46,407.17,158.44,213.1,405.95,680.8,62,417.18
7418,4,117.4,387.48,408.12,156.71,212.64,395.27,678.7,63,426.23
7419,4,118,384.07,403.62,156.29,220.64,396.09,687.8,64,417.83
7420,4,118,384.03,398.94,156.87,232.61,400.94,671,65,428
7421,7,117.8,389.89,399.57,160.23,300.64,400.38,680,66,425
7422,8,117.7,388.09,409.26,163.1,371.87,446.98,686.6,117,610.22
7423,10,117.1,384.18,409.06,165.26,377.36,434.4,706.2,142,590.89
7424,11,117.4,380.65,407.51,165.89,331.39,434.93,699.6,88,567.31
7425,10,117.4,385.17,403.48,166.16,255.57,389.68,685.1,84,362.15
7426,10,117.6,393.86,405.76,167.35,244.96,441.62,667.5,77,591.04
7427,8,117.6,396.4,406.05,167.46,222.5,435.89,649.1,70,567.11
7428,8,117.2,402.26,405.67,166.5,222.97,423.42,636.2,73,538.63
7429,8,116,403.88,398.7,166.06,208.67,371.76,634.4,87,275.17
7430,5,115.7,400.13,398.31,166.42,204.07,386.01,633.6,72,295.86
7431,10,115.1,404.1,391.94,165.77,214.23,389.7,647,77,322.59
7432,10,115.5,402.93,393.6,168.89,254.65,402.47,666.7,73,352.86
7433,6,116.5,413.05,396.9,167.6,284.77,466.69,705,108,826.75
7434,8,116.5,397.98,407.72,163.86,332.74,478.93,720.5,115,850.85
7435,10,116.2,390.07,405.42,161.66,345.51,482.25,712.9,128,869.14
7436,11,116.6,375.96,400.74,160.49,341.29,412.9,721.9,92,425.99
7437,9,116.3,375.03,394.96,157.91,289.9,417.14,712.4,106,444
7438,10,115.9,368.96,406.67,155.95,248.23,413.33,711.7,104,442.54
7439,8,116.6,366.86,415.27,155.92,224.18,410.85,675.9,70,453
7440,4,115.3,369.8,411.96,155.4,210,405.97,665.3,80,439.82
7441,5,114.3,371.72,407.1,154.77,198.03,404.68,648.3,66,435.07
7442,4,114.5,372.66,398.95,154.65,197.78,399.16,636.1,63,422.26
7443,4,115.4,377.2,401.37,155.02,195.79,394.03,617.3,65,417.94
7444,4,115.5,387.76,401.63,154.48,221.94,394.03,607.3,66,406.73
7445,4,115.9,397.07,395.65,155.05,317.67,402.03,598.6,65,388.68
7446,8,115.6,392.21,398.78,157.22,412,435.88,616.9,104,564.11
7447,11,116.3,381.18,401.04,159.29,407.22,438.15,642.8,151,556.31
7448,12,117.4,383.44,405.59,159.54,322.33,433.69,668.5,92,548.91
7449,13,117.2,397.78,406.17,161.69,233.05,397.99,677.3,83,356.09
7450,13,117.1,401.27,399.89,163.28,215.41,423.66,674.2,79,636.18
7451,12,116.9,398.74,403.23,164.19,210.27,428.02,664.7,79,635.33
7452,11,116.8,390.41,405.09,164.79,230.04,428.03,657.7,75,622.1
7453,10,115.6,396.12,405.22,165.22,244.02,399.98,669.4,89,329.43
7454,12,114.3,394.39,399.23,164.89,249.34,402.07,702.2,82,328.68
7455,8,115.2,399.52,389,156.21,240.04,406.64,735,80,341.53
7456,9,116.4,400.93,393.84,165.94,252.93,400.89,742.2,85,352.36
7457,12,116.5,405.42,409.41,169.18,292.37,470.62,747,102,804.82
7458,10,117.2,405.36,415.79,169.1,326.24,468.82,736.4,132,796.48
7459,9,117.2,406.64,412.6,167.88,356.4,471.98,735.3,121,790.69
7460,9,116.7,404.3,394.57,167.07,365.87,392.21,716.7,118,347.22
7461,9,116.4,393.54,394.43,165.09,339.78,396.2,722.2,108,378.14
7462,12,116.2,391.06,393.02,162.61,300.09,398.17,730.7,94,396.79
7463,11,116,389.03,397.94,161.26,257.42,407.91,748.5,105,414.85
7464,5,115.9,392.15,403.89,161.04,242.57,405.81,754.1,87,413.16
7465,4,116,389.74,399.44,161.74,229.72,400.96,755.8,65,430.12
7466,5,115.9,391.08,395.58,160.25,222.48,402.56,755.3,70,431.1
7467,4,116.1,396.09,390.01,160.8,226.3,397.36,749.3,69,438.56
7468,4,115.9,408.4,396.24,164.42,256.98,403.97,749.7,70,440.82
7469,5,116.3,408.27,400.95,169.89,340.61,402.77,765.5,74,449.61
7470,8,116.1,426.62,403.61,179.97,420.83,445.35,798.8,109,630.6
7471,11,116.1,435.29,406.41,189.29,416.05,453.92,835.2,169,634.04
7472,12,116.5,443.43,404.2,192.97,340.28,449.22,839.2,106,641
7473,12,115.8,439.06,397.31,193.05,263.69,417.92,827.8,81,458.54
7474,11,115.1,441.11,398,191.4,244.16,445.29,814.3,78,712.63
7475,10,114.9,444.72,401.38,190.46,247.27,447.95,814.6,76,697.48
7476,8,114.8,441.47,404.47,191.17,238.09,441.18,828.4,71,692.82
7477,6,114.1,432.37,396.99,191.67,234.19,409.53,841,74,422.83
7478,6,113.4,433.56,396.04,192.47,217.82,412.98,856.9,75,431.42
7479,10,113.1,439.03,398.4,186.32,233.9,420.12,908.5,81,446.54
7480,8,114.3,445.84,402.56,191.37,266.94,411.15,940.5,85,472.36
7481,5,114.7,443.8,408.27,188.94,294.96,474.08,953.8,106,945.01
7482,7,114.7,435.83,403.85,183.59,323.95,472.26,912.7,102,964.81
7483,11,114.4,428.15,401.37,181.61,345.07,481.42,918.4,120,978.92
7484,12,114.7,428.01,392.63,180.89,366.25,426.59,928.6,114,544.58
7485,10,114.7,426.45,392.71,177.17,348.67,429.16,904.8,103,560.68
7486,11,114.5,420.18,396.91,174.29,309.67,438.15,869.6,112,573
7487,11,114.4,411.41,397.39,171.91,264.23,436.37,834.9,108,588.76
7488,10,114.8,399.96,398.52,168.88,240.47,437.41,833,69,595.62
7489,6,114.6,394.68,395.3,168.46,228.53,434.91,826,64,601.7
7490,5,113.8,398.35,405.04,166.23,228.8,437.16,819.2,65,589.6
7491,4,114.1,399.68,407.66,166.9,232.43,428.28,828.8,67,567.94
7492,4,114.4,398.68,412.4,166.03,240.72,427.1,811.3,67,539.02
7493,5,115.2,395.87,410.4,170.47,332.97,417.8,809.1,69,512.29
7494,8,115.7,416.18,410.3,179.21,395.42,447.77,821.5,118,679
7495,11,117.3,433.11,415.69,187.33,405.12,434.09,832.2,150,651.59
7496,12,117.9,444.14,413.68,189.36,318.95,433.05,847.6,104,621.95
7497,12,116.8,439.92,412.72,189.7,262.92,399.64,851,94,424.74
7498,10,116.6,443.09,403.67,184.34,245.04,444.54,871.8,93,699.54
7499,6,116.3,442.27,399.85,191.57,249.55,441.59,889.7,87,702.2
7500,7,115.5,426.05,390.99,183.67,237.86,443.88,879.2,79,684.63
7501,5,115,407.27,388.15,169.13,251.07,401.89,841.7,96,392.5
7502,6,113.3,408.58,385.35,185.24,243.27,402.43,786.7,90,370.68
7503,7,113.8,427.62,390.27,188.38,255.06,400.9,750.4,86,343.4
7504,11,114.7,437.5,388.26,184.75,262.13,402.36,739.7,98,325.24
7505,9,115.9,431.84,401.59,179.88,288.91,458.77,725.4,116,733.04
7506,9,116.3,417.12,406.64,176.4,307.58,456.9,700.5,109,714.1
7507,6,115.9,413.96,418.93,175.41,293.68,452.27,671.9,98,693.75
7508,7,116,413.49,416.87,172.84,273.81,395.76,652.5,88,249.95
7509,7,116.3,409.34,415.58,169.55,251.15,387.73,620.9,103,243.09
7510,7,116.5,406.54,413.02,164.31,249.49,377.46,573.9,91,227.74
7511,7,116.3,390.95,407.62,160.74,245.02,373.45,533.5,89,210.46
7512,6,116.7,389.3,405.05,157.69,236.74,374.6,513.9,75,191.07
7513,3,116.5,382.99,399.82,155.93,228.43,374.99,513.3,76,174.1
7514,4,116.5,388.8,401.69,155.78,221.69,366.64,503.3,68,156.79
7515,4,117.2,390.7,420.73,156.27,220.59,366.65,488.5,70,144.72
7516,4,117.4,398.74,428.29,157.91,225.76,352.55,486.5,71,137.38
7517,4,118.2,409.85,426.85,163.29,227.3,352.03,491.3,73,132.4
7518,7,117.4,421.76,415.16,173.78,237.52,378,499.5,75,301.11
7519,5,118,424.72,413.4,182.84,259.85,388.73,497,83,298.66
7520,10,119.2,421.16,412.96,185.65,297.84,390.12,490.8,109,295.36
7521,11,118.3,425.21,411.19,186.01,358.93,358.04,502.6,131,116.77
7522,12,117.5,431.99,409.03,184.15,384.47,400.62,497.7,112,400.6
7523,11,116.5,435.07,401.88,182.8,396.57,406.23,511.5,119,401.38
7524,11,115,433.36,398.13,182.39,364.86,416.54,499.3,119,408.67
7525,8,115,429.65,395.64,181.54,357.34,379.31,508.5,96,130.16
7526,5,114.3,427.02,398.84,180.86,341.13,376.73,502,118,146.76
7527,7,114.6,426.86,399.05,182.24,318.97,372.25,508.9,118,163.08
7528,10,115.6,428.03,403.79,179.51,300.93,370.09,515.9,120,179.36
7529,12,117.2,436.06,412.55,180.64,300.78,442.79,535.6,120,654.87
7530,12,117.1,419,410.55,175.77,310.5,447.05,565.7,128,671.31
7531,12,116.4,409.67,402.98,174.85,318.56,459.76,598.8,93,692.31
7532,8,116.2,396.68,395.49,173.01,304.93,384.38,633.4,96,251.73
7533,12,115.8,404.83,401.8,171.68,301.28,386.87,650.5,82,268.92
7534,12,114.7,402.51,401.71,173.9,270.82,378.87,638.3,76,287.26
7535,11,114,401.17,401.37,170.55,256.14,391.28,614.3,75,308.7
7536,7,113,395.49,391.58,165.09,231.76,398.78,619.9,73,334.12
7537,4,112.2,395.88,388.48,162.74,219.54,399.03,641.2,65,352.18
7538,4,111.6,395.5,382.38,163.15,208.86,393.17,658.8,60,362.32
7539,4,111.6,402.61,383.52,161.91,207.67,388.86,643.6,61,379.25
7540,4,111.5,409.51,382.56,165.67,213.82,397.3,655.4,61,392.87
7541,4,111,416.4,390.34,173.31,222.53,404.15,670.7,63,395.56
7542,5,111.1,428.16,392.09,178.38,230.67,423.83,712.3,64,554.91
7543,5,112,440.82,395.27,186.07,261.41,419.87,725.3,76,531.69
7544,9,112.5,451.16,390.41,188.56,306.82,415.07,710.4,86,502.61
7545,12,112.1,454.16,389.63,191.95,346.11,392.32,673.7,110,296.86
7546,11,111.9,452.96,398.84,190.8,405.44,430.97,639.2,121,554.48
7547,10,112.5,449.48,395.9,190.13,417.05,428.47,646.5,115,540.98
7548,11,112.7,446.76,395.99,189.62,414.39,426.71,657.2,104,531.45
7549,9,112.5,442.43,380.12,189.41,374.45,386.28,667.7,111,238.83
7550,9,112.2,446.34,388.84,190.04,353.17,391.25,668.1,98,234.94
7551,10,112.6,450.83,386.87,191.86,357.68,388.93,666.7,108,229.41
7552,11,112.1,448.48,386.97,188.83,370.83,384.42,661.7,107,229.5
7553,9,112,453.57,381.63,187.95,410.13,450.12,651.5,113,702.04
7554,10,111.6,446.52,384.7,184.16,426.02,454,646.6,107,723.48
7555,12,111.4,442.97,383.64,181.89,414.53,460.79,650.8,150,752.13
7556,10,111.3,423.13,384.22,178,360.94,393.58,662,107,307.28
7557,11,111.3,412.92,379.58,174.77,313.1,399.36,668.3,113,327.15
7558,9,111.4,405.47,384.8,170.32,267.72,400.04,671.3,88,331.63
7559,5,110.8,405.86,380.08,166.64,246.31,400.57,672.4,82,345.66
7560,4,110.2,400.48,376.58,163.97,229.88,403.41,684.5,71,359.14
7561,5,109.8,402.12,374.54,162.7,223.02,406.53,678.5,70,369.32
7562,4,109.7,402.88,378.7,161.57,213,417.89,660.3,71,381.21
7563,3,109.5,408.2,381.08,161.2,209.7,407.65,641.4,71,384.23
7564,4,109.6,406.77,384.25,164.09,237.64,407.78,653.7,71,394.98
7565,5,109.4,413.66,380.88,169.17,311.5,403.27,682.5,70,399.34
7566,8,109.2,419.44,386.28,178.97,410.1,449.56,725,71,586.11
7567,11,109.2,430.53,386.27,188.28,394.83,444.95,750.2,71,593.61
7568,12,109.4,442.72,385.13,190.29,341.59,438.57,751.5,70,580.68
7569,10,109.4,443.88,376.82,190.28,258.76,393.15,708.4,71,362.53
7570,11,109.6,445.13,382.42,181.57,256.49,437.83,679.1,71,594.2
7571,9,110,435.46,381.83,185.37,246.18,429.7,659.1,71,554.23
7572,6,110.2,437.46,387.75,184,240.67,427.78,660.8,70,538.05
7573,8,110.1,429.14,380.3,183.46,254.71,374.92,681.2,71,271.17
7574,7,109.4,423.63,381.63,184.39,257.69,372.91,722.7,96,310.84
7575,8,109.7,426.59,382.22,184.16,280.66,382.47,778,96,362.82
7576,10,110.3,432.97,390.16,181.19,306.43,395.06,795.6,96,410.34
7577,10,111.4,434.29,403.47,179.12,326.95,476.75,815,96,900.06
7578,10,112.5,425.2,405.63,176.68,391.86,483.1,811.1,96,927.15
7579,11,113.1,418.46,409.64,175.21,368.18,489.35,803.8,95,949.02
7580,10,113.9,411.71,396.47,173.59,390.51,422.56,792.6,96,510.93
7581,11,113.9,408.64,392.71,172.82,313.67,421.65,785.5,96,525
7582,10,114.1,400.82,384.6,170.62,294.16,418.7,788.2,96,525.62
7583,12,114,404.89,396.91,168.37,240.6,421.91,780.3,96,516.08
7584,10,113.9,404.83,405.86,167.52,226.7,427.95,790.3,96,509.02
7585,12,114.8,405.87,402.52,167.33,218.44,430.5,792.7,68,505.9
7586,6,115.6,399.34,397.57,166.55,215.71,434.86,773.2,67,511.82
7587,4,116.2,396.12,390.65,166.05,219.45,427.68,745.7,69,518.03
7588,4,116.9,394.89,399.42,166.46,251.33,421.12,706.5,74,522.09
7589,7,117.5,400.31,405.61,167.04,327.47,421.43,709.8,79,521.35
7590,8,116.9,403.87,417.69,169.19,378.1,452.62,694.9,122,704.23
7591,11,117.3,407.92,419.31,169.31,362.81,454.51,713.9,159,695.62
7592,12,117.9,407.95,415.3,171.67,315.59,446.94,704.6,97,679.1
7593,13,118.4,416.68,409.69,171.65,270.55,414.89,704.2,97,465.47
7594,12,118.6,419.11,414.89,171.83,261.22,453.48,675.1,83,707.2
7595,11,118.4,411.2,426.9,171.76,239.74,447.92,635.3,72,665.61
7596,12,119.4,395.14,422.48,169.86,223.7,436.89,617.7,69,627.4
7597,12,119,392.07,422.66,170.08,213.92,399.92,632.5,80,332.15
7598,11,118.5,399.88,412.36,170.41,216.13,400.24,655.3,75,333.06
7599,9,117.9,407.47,420.09,172.64,227.52,409.46,676.4,87,338.7
7600,9,118.5,410.36,414.09,175.16,260.85,393.03,680,101,342.68
7601,10,118.2,406.31,424.3,174.58,288.98,453.7,697.2,119,805.48
7602,10,117.5,399.83,421.61,171.55,351.18,455.72,687.4,164,822.17
7603,11,117.7,400.39,417.41,166.7,359.19,466.59,695,115,834.86
7604,10,117.3,399.19,408.46,166.88,378.13,412.67,697.9,127,386.5
7605,11,118.1,400.52,412.51,162.72,338.15,406.12,722.1,120,381.26
7606,13,118.4,396.6,416.02,160.61,316.42,406.49,740.2,104,384.15
7607,11,118.1,393.66,403.79,159.87,270.53,399.14,749.4,94,391.42
7608,6,116.2,391.65,397.38,159.02,244.19,406.28,744.3,80,404.68
7609,5,117.1,381.92,396.74,158.67,234.23,405.78,716,88,401.42
7610,4,117.1,388.24,405.22,159.07,232.12,412.07,703.8,74,393.9
7611,5,116.5,389.78,402.33,158.75,232.83,413.11,692.7,73,382.61
7612,4,115.9,396.94,406.21,159.88,259.47,412.57,693.6,73,378.15
7613,5,116.2,390.29,396.17,161.43,322.65,408.22,686.3,75,374.88
7614,8,115.9,393.92,401.49,166.21,413.2,425.97,660.9,117,551.78
7615,11,116.6,398.06,398.47,171.15,397.68,434.14,629.7,145,558.42
7616,10,118,410.68,418.46,171.78,340.23,432.7,617.8,105,548.84
7617,12,117.8,417.69,416.37,173.93,254.48,405.63,643.5,92,352.91
7618,12,117.3,419.1,419.6,174.99,247.72,430.44,667.1,91,619.04
7619,7,116.7,417.26,411.18,174.7,242.22,427.9,678,74,616.35
7620,7,117.5,415.54,411.29,172.4,234.22,426.93,675.4,77,625.1
7621,5,117,411.91,412.15,173.15,222.45,397.45,687.5,74,344.32
7622,9,115.7,410.61,405.65,175.3,216.96,399.38,702,78,355.79
7623,11,116,419.4,402.76,177.74,217.5,400.76,729.7,100,360.72
7624,12,117.1,427.04,400.23,179.44,282.32,400.69,734.1,84,372.16
7625,11,117,436.11,412.2,176.95,312.9,469.98,730,100,845.32
7626,11,116.7,430.16,412.97,177.18,342.03,467.81,732.4,101,848.99
7627,11,116.3,427.15,409.36,175.57,343.1,471.61,763.6,108,850.52
7628,13,116.7,417.91,405.55,174.13,360.7,402.67,792,117,386.51
7629,12,115.9,415.7,407.39,172.08,350.19,408.65,778.2,132,393.66
7630,13,115.1,412.85,402.3,169.56,300.16,404.35,754.9,117,399.27
7631,13,114.3,411.72,397.98,169.18,256.02,397.83,718.3,87,406.14
7632,13,114.4,407.53,396.57,162.84,241.11,395.07,705.8,82,399.86
7633,8,115.8,410.62,402.31,161.35,235.28,390.42,689.4,88,390.98
7634,5,115.3,400.6,400.25,162.78,234.14,393.94,683.8,86,371.36
7635,4,114.6,400.12,394.31,162.07,236.61,394.15,670.3,89,365.83
7636,5,114.6,399.29,394.82,165.9,250.48,396.07,669.5,96,358.34
7637,6,115.1,413.04,398.79,170.85,342.04,401.3,667.1,97,353.6
7638,8,115.2,434.08,412.59,180.79,402.3,426.97,659,140,522.66
7639,11,115.7,444.8,406.39,191.53,414.78,423.72,647.5,145,504.73
7640,13,117,453.09,405.72,194.55,333.08,425.2,635.8,118,484.23
7641,13,117.1,445.1,400.25,193.72,274.42,394.83,638.9,89,288.88
7642,13,119.1,445.75,409.88,192.07,233.43,426.18,638.1,87,556.4
7643,11,119.5,448.98,406.62,193.34,216.03,417.38,653.1,68,555.3
7644,11,119.7,447.53,403.13,193.44,206.06,423.76,679.6,68,565.27
7645,6,119,448.74,402.28,193.69,227.75,391.81,716.3,80,297.5
7646,7,119.2,446.63,405.9,194.32,240.46,392.16,761.8,73,304.57
7647,6,119,433.32,407.64,194.47,256.13,390.89,783.5,77,301.39
7648,6,119.7,437.66,412.33,190.01,266.54,398.11,794.7,91,301.56
7649,10,119.1,436.04,430.35,186.42,313.62,467.3,776.7,95,776.92
7650,10,119.2,438.95,432.82,184.04,345.31,467.49,759.5,117,776.72
7651,9,119,426.41,420.16,181.07,390.84,467.33,746,108,781.12
7652,12,118.5,416.42,404.99,177.98,370.09,410.1,734.3,100,315.23
7653,9,118.2,422.78,396.61,176.65,364.64,410.56,733.9,105,322.4
7654,11,118.9,420.64,396.64,174.3,309.97,406.1,713,89,325.57
7655,13,117.8,412.01,394.91,171.93,278.78,399.34,696.3,75,332.47
7656,10,116.4,402.25,395.39,169.36,235.94,389.06,675.9,77,339.88
7657,4,116.5,399.6,398.15,168.72,211.92,383.45,665.4,66,342.33
7658,5,116.4,400.86,390.04,167.24,209.3,383.84,635.5,59,328.47
7659,4,116.1,402.28,395.17,167.45,213.78,400.95,614.1,65,317.71
7660,4,116,406.28,400.88,169.89,242.68,402.41,597,72,311.27
7661,4,116.5,410.87,405.36,174.47,331.3,398.81,627.6,83,305.76
7662,8,117.1,428.71,410.13,182.24,383.43,416.84,635,117,484.51
7663,11,118.7,442.4,405.28,189.45,408.3,424.57,658.5,159,474.12
7664,13,119.4,446.7,407.48,190.94,342.53,421.3,662.7,124,473.9
7665,12,119.8,440.89,403.45,189.69,287.57,389.28,666.7,98,281.18
7666,12,120.3,425.26,415.1,187.8,248.27,421.98,672.3,112,566.06
7667,12,121,435.71,413.05,186.64,230.01,424.42,679.4,81,552.62
7668,10,120.6,433.85,415.19,187.78,231.53,426.51,716.2,84,543.42
7669,12,120.4,440.64,409.13,189.16,240.45,388.03,721.1,81,250
7670,11,120,443.68,418.64,191.3,256.95,390.69,712.5,87,255.98
7671,8,120.4,438.99,422.88,193.99,284.7,392.04,698.1,98,263.1
7672,10,121.3,433.9,422.75,190.07,300.05,391.21,710.5,107,270.05
7673,11,121.7,425.44,424.02,185.81,303.18,448.27,725.9,132,722.2
7674,10,122.2,435.74,426.72,181.62,290.14,442.24,723.2,115,726.99
7675,11,121.9,442.85,423.09,180.31,277.68,439.52,702.7,129,731.75
7676,13,121.4,439.65,415.18,177.45,286.24,385.27,708.2,107,277.96
7677,9,121,426.19,415.55,173.57,289.59,396.02,709.4,107,273.06
7678,8,120.6,407.05,418.77,170.6,289.28,394.01,712.3,109,270.02
7679,6,119.6,397.04,422.05,168.33,269,393.46,691,109,275.59
7680,6,119.2,386.3,417.64,165.11,260.32,382.13,674.9,94,281.32
7681,5,119.4,391.64,415.77,163.73,245.41,389.91,651.4,102,284.23
7682,4,119.6,396.04,408.2,162.84,234.04,385.43,634.4,94,289.67
7683,4,119.1,397.77,406.48,162.03,225.13,384.81,623.6,88,300.29
7684,4,119,399.62,406.89,162.8,224.64,380.71,630.3,90,315.76
7685,3,119.5,403.59,409.74,166.63,224.32,382.1,642.9,85,332.84
7686,5,119.4,417.87,407.83,176.86,229.28,420.73,662.4,85,527.33
7687,10,120.3,443.01,409.65,184.36,259.13,424.88,680.7,100,533.9
7688,10,121.3,442.54,410.29,187.02,314.49,425.99,702.1,120,523.38
7689,12,122.1,440.34,414.7,186.6,352.48,394.54,714.7,138,325.44
7690,12,122.9,424.63,418.16,187.82,383.5,438.53,729.7,149,584.64
7691,13,122.4,437.34,424.01,188.43,407.18,433.85,734.2,136,571.79
7692,12,122.8,448.76,426.14,188.02,398.35,436.1,741.6,115,574.17
7693,14,122.8,451.17,427.26,188.68,364.02,399.49,726.8,126,297.81
7694,12,123.1,454.18,425.47,188.68,324.12,405.37,723.4,111,305.47
7695,13,123.5,447.15,428.34,189.91,320.55,405.43,721,116,293.48
7696,13,123.6,445.18,425.63,186.04,338.68,393.63,750.3,117,288.02
7697,12,123.9,430.04,441.81,183.47,343.6,471.17,767.6,121,742.87
7698,13,123.3,423.58,434.61,180.33,347.02,466.5,771.5,142,753.62
7699,13,122.6,416.69,426.88,178.66,315.72,469.2,760,124,761.03
7700,13,122.1,408.99,415.64,176.47,293.54,381.12,728.6,119,307.35
7701,12,122,404.61,419.62,173.82,266.49,380.76,725.1,120,305.62
7702,13,122.4,399,430.81,171.93,264.95,382.78,692.7,115,297.62
7703,15,121.6,396.4,427.87,170.27,253.06,389.72,683.1,101,287.14
7704,17,121.4,393.55,434.15,166.38,255.46,396.67,655,98,285.33
7705,13,120.8,390.52,427.18,163.22,253.66,397.44,645.8,98,306.23
7706,14,120.3,393.28,429.04,164.28,251.89,404.83,644.5,97,336.26
7707,15,119.9,394.83,416.57,166.29,246.06,409.82,650,102,370.56
7708,13,119.9,393.09,420.32,168.41,238,405.76,673.8,100,396.21
7709,12,120.9,400.84,419.72,172.81,240.85,409.2,706.8,93,416.65
7710,10,120.6,417.24,429.43,183.31,248.96,431.81,737.3,94,620.79
7711,10,121.4,449.13,432.07,193.24,264.94,437.94,770.7,97,626.26
7712,15,122.1,457.32,419.19,195.62,301.94,430.07,765.2,112,625.55
7713,14,124.2,461.29,417.53,196.59,344.06,405.06,775.2,123,419.79
7714,19,125.7,442.29,418.02,194.98,389.69,445.06,770,144,693.04
7715,13,125.1,443.67,432.23,194.26,380.65,450.87,779.3,149,672.73
7716,15,126.2,442.46,431.35,193.14,395.1,442.18,770.7,120,663.75
7717,15,125.8,447.91,436.29,193.9,372.89,406.91,768.1,115,369.44
7718,16,126.4,444.08,438.36,194.91,370.26,407.73,766.6,127,385.8
7719,18,125.6,436.16,437.37,196.28,360.9,411.43,772.1,138,399.53
7720,16,125.7,437.22,425.45,191.73,391.81,410.74,766.8,130,408.93
7721,21,125.2,436.8,436.73,186.76,403.53,476.83,776.3,130,857.65
7722,22,125.4,438.53,434.65,183.81,380.38,475.05,769.3,135,859.2
7723,22,124.3,437.29,439.26,182.01,372.63,472.87,776.4,151,864.56
7724,22,124,424.43,434.91,180.1,349.71,394.45,763.4,138,412.88
7725,21,124.3,404.08,435.37,177.87,334.32,402.86,767.1,129,414.05
7726,23,124.6,385.16,434.45,175.04,280.75,398.35,749.7,126,403.27
7727,25,123.8,383.33,425.4,173.5,267.19,400.56,741.4,108,397.44
7728,21,123.6,386.84,419.56,170.58,254.95,387.25,720.1,110,393.48
7729,18,123.1,392.23,412.8,169.06,253.61,390.25,703,103,394.82
7730,18,123.3,396.51,409.9,167.81,253.82,395.68,685.8,102,392.81
7731,18,123.8,407.84,415.63,168.21,258.43,403.46,669.8,106,381.35
7732,18,123.9,415.99,424.87,169.68,286.28,403.84,671.8,112,375.63
7733,22,124.5,420.1,422.63,173.96,380.15,405.49,672.9,108,383.38
7734,23,123.6,432.52,428.17,183.81,457.4,437.83,677.5,156,575.62
7735,28,123.4,446.04,417.57,192.52,453.18,436,695.7,188,573.8
7736,30,123.8,456.76,422.43,196.34,373.4,431.76,728.3,170,557.46
7737,28,124.7,443.19,422.23,196.46,312.35,395.89,760.9,136,346.51
7738,28,125.9,433.34,440.61,190.1,307.61,432.96,744.9,136,583.97
7739,27,128.2,432.17,443.58,197.12,312.04,431.28,703.1,115,541.17
7740,24,128.3,443.77,442.15,197.62,292.91,423.98,647,118,491.87
7741,20,129.3,447.05,434.91,194.97,284.69,373.56,624.2,117,174.08
7742,20,127.3,439.56,438,192.09,281.91,366.79,596.6,125,136.87
7743,20,126,424.59,435.55,189.94,312.06,367.76,583.6,124,121.54
7744,25,126.9,416.97,439.65,184.88,351.24,365.94,564,149,121.48
7745,29,126.4,412.6,444.78,180.02,395.43,425.77,553,160,577.34
7746,32,125.7,409.79,439.96,177.6,445.82,426.31,548.8,177,588.81
7747,31,126.9,406.28,434.87,176.27,461.59,432.91,548.5,175,597.88
7748,29,126,401.76,419.65,174.63,477.32,375.26,552.1,170,157.9
7749,29,125.3,406.01,419.32,171.34,433.74,370.75,539.1,164,162.49
7750,31,125.5,399.2,422.19,169.62,397.4,372.69,538.6,152,179.3
7751,28,124.8,405.24,427.65,167.1,342.94,379.91,539.6,129,214.11
7752,26,124.2,402.54,434.65,164.88,320.21,389.11,549.7,124,250.78
7753,23,124.5,398.97,426.61,164.53,302.48,389.25,564.2,118,282.81
7754,23,124.5,392.75,426.06,163.58,301.04,392.2,581.7,117,294.33
7755,24,124.6,385.7,419.96,163.13,315.71,398.38,603.5,119,300.1
7756,24,125.1,392.75,425.81,161.1,351.94,397.43,615.5,124,298.47
7757,25,125.3,396.67,422.83,162.06,427.8,394.05,612.3,124,295.83
7758,27,125.3,400.96,435.3,165.92,487.26,412.69,622.8,176,489.63
7759,32,125,400.36,435.65,170.32,496.32,419.77,619,212,492.9
7760,33,127.3,400.86,443.65,171.78,433.87,417.99,641.1,166,503.59
7761,32,129.1,408.11,440.02,172.88,361.32,391.73,650.1,133,308.91
7762,29,127.1,408.36,444.43,174.16,311.07,420.63,661.6,125,581.36
7763,28,127.3,408.23,443.16,174.84,289.91,425.25,658.4,111,561.48
7764,28,128.6,407.61,446.58,174.52,291.44,425.95,659.2,113,553.29
7765,27,130.1,408.01,440.79,173.13,298.03,405.59,673.3,123,271.41
7766,29,128.4,401.7,441.16,172.39,293.41,407.88,696.7,117,285.2
7767,27,127.6,397.78,441.1,164.45,293.57,418.26,712.6,123,311.44
7768,25,127.5,391.95,447.25,173.11,324.38,401.61,706.3,130,334.4
7769,30,128.5,396.34,451.15,171.99,368.05,466.06,707.1,154,783.34
