timestep,0,1,2,3,4
4598,4,106,378.14,370.06,148.9
4599,4,105.1,379.52,370.06,148.83
4600,4,105.3,379.32,374.68,148.02
4601,6,105.6,386.94,371.81,146.46
4602,5,105.7,383.74,367.4,146.16
4603,5,105.4,374.66,364.37,145.65
4604,7,106.2,363.23,366.74,144.52
4605,5,106.6,359.05,380.38,144.2
4606,6,107.1,364.15,373.03,144.11
4607,6,106.5,355.6,371.73,143.63
4608,4,107.2,359.03,362.45,143.66
4609,2,107,359.56,370.84,142.64
4610,2,107.3,362.58,376.94,142.52
4611,3,106.8,363.98,380.36,142.67
4612,2,106.9,366.91,372.21,143.63
4613,4,106,371.95,370.02,150.57
4614,5,105.5,388.09,372.46,155.83
4615,9,104.9,395.29,378.45,158.88
4616,6,105.2,409.38,366.23,160.18
4617,5,104.8,407.06,357.66,161.66
4618,5,104.7,405.86,361.28,161.48
4619,4,104.7,407.02,370.65,160.67
4620,3,104.7,398.2,364.68,160.88
4621,3,104.6,386.59,356.79,160.52
4622,3,104.7,385.55,357.16,159.36
4623,4,104.7,390.73,368.68,157.61
4624,2,104.3,395.78,372.49,155.65
4625,6,104.2,391.25,377.79,152.71
4626,6,104.1,381.66,373.91,151.52
4627,4,104.2,379.03,376.05,151.11
4628,4,104.4,374.56,367.18,149.09
4629,5,104.6,375.53,368.02,146.04
4630,3,104.9,375.82,360.23,145.23
4631,5,104.5,362.93,361.66,144.97
4632,3,104,361.06,354.86,144.13
4633,3,104.4,362.58,361.56,143.26
4634,4,104.2,370.55,357.59,144.11
4635,2,104.2,368.4,363.35,144.89
4636,4,104.3,368.96,357.31,147.08
4637,3,104.2,381.9,357.18,153.27
4638,5,104.3,401,359.44,159.37
4639,6,104.3,409.17,365.27,160.96
4640,7,103.9,402.23,370.93,160.84
4641,5,104.2,398.18,363.08,160.76
4642,4,104.2,394.89,358.47,160.43
4643,4,104.2,401.57,351.11,160.21
4644,5,104.3,399.18,351.52,160.21
4645,5,104.3,398.09,359.27,160.03
4646,5,104.1,397.47,367.53,156.9
4647,4,104.2,395.12,367.67,153.19
4648,5,104.2,393.17,368.19,153.49
4649,5,104.1,384.19,373.78,151.85
4650,4,104.2,376.21,371.5,152.73
4651,5,104.2,374.65,361.92,151.38
4652,9,104.4,382.89,345.61,150.26
4653,5,104.3,389.36,351.18,148.9
4654,5,104.2,381.36,354.97,146.7
4655,3,104.4,369.26,360.7,145.76
4656,3,104,366.9,353.59,144.76
4657,3,104.1,371.73,348.37,144.63
4658,3,104.4,367.38,349.68,143.69
4659,2,104.4,367.72,359.99,144.49
4660,2,104.8,375.38,358.15,146.04
4661,3,104.7,389.11,352.78,152.95
4662,3,104.6,391.85,355.99,159.42
4663,5,104.3,397.07,358.46,161.44
4664,4,104.3,398.63,362.84,163.46
4665,6,104.4,399.25,351.97,163.9
4666,4,104.2,396.5,362.84,163.33
4667,4,104.3,397.64,355.6,162.92
4668,5,104.4,400.26,359.47,161.05
4669,5,104.4,398.65,356.53,159.77
4670,4,104.4,395.23,366.03,160.12
4671,4,104.4,396.32,365.56,156.87
4672,5,104.5,387.99,359.63,155.26
4673,4,104.4,379.99,362.14,147.2
4674,5,104.4,370.38,359.26,142.17
4675,4,104.6,367.14,361.74,143.25
4676,6,104.7,369.29,357.37,145.54
4677,4,105,364.11,361.05,144.12
4678,4,105.1,366.39,365.26,144.07
4679,2,104.9,357.73,361.36,143.86
4680,4,104.7,356.04,356.38,142.28
4681,3,104.8,347.92,350.63,143.53
4682,4,104.7,354.84,355.6,143.61
4683,3,105.3,363.61,362.35,143.01
4684,2,105.7,368.21,364.98,145.55
4685,3,105.9,374.51,361.04,146.87
4686,2,105.9,381.18,359.7,152.76
4687,4,105.4,388.84,357.73,155.21
4688,4,105.2,396.87,358.94,156.73
4689,3,105.1,393.77,364.03,157.9
4690,7,105.1,394.41,369.82,158.66
4691,7,104.9,400.7,369.63,161.21
4692,5,104.8,400.6,369.18,159.78
4693,8,104.7,410.61,365.92,159.53
4694,8,104.4,398.06,362.52,157.14
4695,6,104.4,397.96,346.51,154.9
4696,8,104.4,384.68,340.11,153.2
4697,9,104.4,385.22,352.86,152.11
4698,6,104.4,380.41,367.91,153.43
4699,5,104.5,379.84,366.7,151.68
4700,5,104.4,374.12,361.35,149.91
4701,6,104.5,371.93,360.37,147.48
4702,4,104.5,372.22,371.75,145.95
4703,4,104.7,366.24,373.46,143.51
4704,4,105.1,362.31,376.88,142.74
4705,3,105.2,357.24,374.57,141.66
4706,3,105.6,355.67,373.95,141.1
4707,2,106.2,351.43,369.49,139.32
4708,2,106.8,351.46,371.9,141.79
4709,2,106.7,351.48,365.03,146.82
4710,4,105.9,366.05,366.4,151.05
4711,7,105.3,371.79,363.85,152.24
4712,5,105.3,380.45,373.11,154.59
4713,3,105.2,384.7,369.76,158.16
4714,4,105.4,391.81,374.76,157.69
4715,6,105.3,399.15,369.13,158.03
4716,5,105.4,397.25,374.91,158.48
4717,4,105.8,399.09,364.39,158.61
4718,4,104.7,390.67,367.43,155.76
4719,4,105.1,384.29,362.2,153.29
4720,3,104.6,375.88,360.5,152.67
4721,4,104.4,381.17,361.91,150.83
4722,4,104.2,383.7,366.82,150.58
4723,3,104.4,380.62,367.52,148.13
4724,6,104.5,368.83,357.46,145.14
4725,4,104.5,361.12,354.56,144.32
4726,3,104.8,361.35,352.68,144.82
4727,3,105,365.1,364.15,144.29
4728,3,104.9,365.61,368.95,141.54
4729,2,105.4,361.78,379.59,141.3
4730,3,105.7,356.57,375.05,139.71
4731,2,106,348.7,377.19,138.49
4732,2,106.9,349.49,379.42,138.12
4733,3,106.7,354.89,377.09,140.25
4734,2,105.6,362.44,376.59,139.48
4735,6,105.1,369.82,366.08,143.38
4736,4,104.6,374.6,366.15,145.46
4737,3,104.5,383.18,351.45,147.06
4738,5,104.5,378.52,358.65,147.99
4739,4,104.6,367.43,358.4,147.22
4740,3,104.6,364.65,363.26,146.22
4741,3,104.5,365.32,358.44,146.21
4742,3,104.3,370.53,357.09,146.13
4743,2,104.3,369.05,358.77,145.91
4744,5,104.4,367.32,364.23,145.36
4745,4,104.5,369.69,368,143.36
4746,3,104.4,367.5,370.75,143.02
4747,4,104.2,362.41,366.78,143.23
4748,3,104.4,364.41,366.45,133.28
4749,4,104.3,366.99,363.23,139.78
4750,2,104.2,371.48,359.54,142.58
4751,3,104.1,371.24,359.47,141.79
4752,2,104,368.7,361.13,141.75
4753,2,103.9,365.9,360.52,140.88
4754,2,103.8,356.64,353.99,140.06
4755,2,103.9,357.05,352.65,138.25
4756,2,104.1,348.78,358.57,137.57
4757,3,104.1,351.8,367.33,139.41
4758,2,104.2,341.5,373.9,140.82
4759,4,104.3,348.81,372.63,140.17
4760,5,104.2,353.2,368.16,141.89
4761,3,104.3,355.57,361.59,141.42
4762,3,104.4,361.5,359.2,142.47
4763,3,104.4,364.21,357.79,144.05
4764,2,104.4,374.48,357.6,144.52
4765,3,104.4,375.62,357.69,147.4
4766,2,104.2,381.58,360.39,148.37
4767,3,104.3,376.69,355.51,148.89
4768,2,104.3,374.34,352.52,146.39
4769,3,104.4,363.61,360.82,144.16
4770,3,104.4,366.93,362.98,143.55
4771,5,104.5,362.8,364.7,142.56
4772,4,104.4,357.31,356.63,142.39
4773,3,104.5,351.19,356.06,141.85
4774,3,104.3,356.78,362.18,141.91
4775,3,104.1,364.02,356.77,141.97
4776,2,104,363.57,359.75,140.31
4777,2,103.9,358.96,353.11,139.93
4778,2,104,356.14,358.84,141.54
4779,2,104.4,362.86,357.85,140.88
4780,2,104.7,365.4,360.74,141.84
4781,2,104.4,371.38,364.38,146.85
4782,3,104.4,376.03,365.25,149.71
4783,4,104.1,380.02,362.51,151.1
4784,4,104.1,385.5,356.63,151.45
4785,6,104.1,389.86,362.35,151.87
4786,6,104.2,393.67,367.99,153.17
4787,4,104.2,386.58,373.68,154.55
4788,3,104.2,387.63,367.62,154.6
4789,3,104.1,383.84,368.78,154.38
4790,3,104.1,389.44,365.8,154.34
4791,2,104.2,380,368.54,152.67
4792,5,104.2,385.77,359.18,151.33
4793,4,104.2,378.59,357.42,149.45
4794,3,104.3,379.92,359.39,148.88
4795,4,104.3,375.27,368.5,147.52
4796,4,104.3,376.8,377.64,147.8
4797,5,104.3,376.01,368.41,146.7
4798,6,104.3,367.46,366.02,146.35
4799,2,104,362.53,353.26,145.85
4800,3,104,358.41,355.54,144.62
4801,2,103.9,364.28,351.98,144.15
4802,2,104,370.45,357.15,143.91
4803,2,104.1,374.82,358.16,143.88
4804,2,104.6,381.57,360.52,145.1
4805,3,104.4,382.98,362.36,148.17
4806,3,104.3,389.6,370.72,152.37
4807,6,104.2,389.09,372.77,154.98
4808,8,104.1,390.41,371.08,157.15
4809,5,104,388.59,363.97,156.59
4810,4,104,393.07,362.72,155.99
4811,3,104.1,398.78,363.03,156.28
4812,3,104,400.25,359.76,156.55
4813,4,104,389.55,358.83,156
4814,5,104,384.05,353.02,155.54
4815,5,104,379.99,356.66,154.49
4816,5,104,382.52,352.43,152.04
4817,3,104,373.77,360.39,149.76
4818,5,104,377.75,358,149.15
4819,3,103.9,371.98,359.03,147.4
4820,3,104.1,377.42,354.74,146.58
4821,3,104.1,367.34,348.45,145.8
4822,3,103.9,369.53,344.42,145.09
4823,2,103.7,367.18,347.12,144.8
4824,2,103.5,363.97,356.32,143.66
4825,3,103.6,364.12,360.59,142.25
4826,2,103.8,365.6,361.78,142.07
4827,2,103.9,369.56,359.23,141.82
4828,2,104,371.97,359.77,143.68
4829,2,104.1,377.61,353.05,148.75
4830,2,103.8,383.4,364.24,153.63
4831,3,103.8,388.59,366.86,155.31
4832,4,103.8,386.16,370.38,156.26
4833,6,103.8,393.56,362.95,151.36
4834,6,103.9,394.77,358.61,156.94
4835,5,103.8,395.81,355.77,156.19
4836,6,103.8,386.86,355.4,156.9
4837,3,103.6,383.59,358.88,156.71
4838,4,103.8,383.49,368.83,156.1
4839,4,103.7,388.95,365.49,155.53
4840,3,103.8,385.14,368.9,154.62
4841,4,103.8,385.28,369.92,152.82
4842,6,104,384.68,372.47,151.49
4843,8,103.9,383.45,370.35,150.31
4844,6,103.9,380.15,360.78,149.32
4845,2,104.1,373.34,353.16,147.96
4846,2,103.9,374.37,353.13,147.4
4847,3,103.7,374.92,355.34,145.11
4848,3,103.5,370.92,364.38,143.55
4849,2,103.5,369.56,363.08,142.75
4850,2,103.3,367.53,364.71,142.3
4851,3,103.3,363.55,359.14,142.49
4852,2,103.4,368.38,363.92,143.26
4853,2,103.3,374.9,356.94,148.84
4854,3,103.5,388.02,362.1,154.64
4855,3,103.6,390.31,359.5,156.54
4856,5,103.5,391.22,361.3,156.9
4857,5,103.6,396.33,362.26,157.91
4858,7,103.7,398.85,362.01,159.19
4859,5,103.6,397.44,364.39,158.89
4860,5,103.7,396.09,360.84,158.64
4861,4,103.5,400.57,356.47,155.43
4862,3,103.4,405.28,363.79,159.59
4863,4,103.4,401.7,361.43,158.37
4864,3,103.5,389.47,355.4,157.14
4865,6,103.5,385.72,350.22,155.18
4866,6,103.7,388.73,353.92,154.96
4867,5,103.7,385.5,360.87,154.24
4868,3,103.6,383.96,361.74,152.58
4869,4,103.5,379.16,364.58,150.64
4870,4,103.5,383.32,364.58,149.21
4871,4,103.4,378.39,354.59,148.4
4872,2,103.2,376.9,346.16,146.87
4873,3,103.2,373.61,346.97,146.81
4874,3,103.2,377.07,347.31,148.68
4875,2,103.1,378.1,350.58,149.08
4876,2,103.2,382.66,355.67,149.47
4877,3,103.1,378.14,362.47,151.53
4878,4,103.1,375.24,366.19,155.12
4879,8,103.2,384.49,357.49,157.99
4880,5,103.2,394.62,357.24,159.12
4881,5,103.4,396.72,354.23,160.07
4882,3,103.5,391.22,362.61,159.6
4883,3,103.6,391.2,364.89,159.9
4884,3,103.7,399.94,369.15,160.03
4885,3,103.6,397.27,365.38,160.3
4886,3,103.6,397.9,364.39,159.82
4887,4,103.5,400.46,359.33,158.19
4888,3,103.6,402.78,363.26,156.73
4889,4,103.9,403.94,364.2,153.71
4890,3,104,390.6,365.61,153.34
4891,4,103.9,383.24,365.99,153.11
4892,3,103.9,371.83,361.9,151.75
4893,6,103.9,373.34,357.62,150.25
4894,6,103.7,379.2,351.57,150.26
4895,4,103.7,383.15,358.06,149.6
4896,3,103.5,382.22,354.64,148.27
4897,2,103.4,383.82,356.65,149.37
4898,2,103.7,374.97,349.53,146.04
4899,2,103.6,370.85,357.28,145.14
4900,2,103.8,368.34,355.5,144.72
4901,2,103.8,374.46,360.88,146.69
4902,5,103.5,380.9,363.6,148.87
4903,5,103.5,377.62,368.15,150.7
4904,3,103.5,390.03,369.43,152.85
4905,3,103.6,394.25,367.21,154.13
4906,4,103.6,394.18,365.82,153.84
4907,3,103.7,385.77,362.67,154.1
4908,3,103.7,379.69,364.72,152.47
4909,2,103.7,383.1,358.45,150.97
4910,3,103.6,376.77,357.73,150.37
4911,4,103.5,376.54,354.56,150.01
4912,3,103.5,375.44,357.08,148.92
4913,4,103.5,373.63,359.34,148.01
4914,4,103.6,372.38,358.21,148.42
4915,3,103.7,369.7,364.44,147.57
4916,5,103.7,373.54,360.14,145.61
4917,6,103.6,373.53,366.5,144.32
4918,5,103.7,371.69,362.24,144.15
4919,3,103.5,373.56,359.28,144.58
4920,2,103.4,369.89,355.53,143.68
4921,2,103.4,369.93,350.49,141.94
4922,2,103.2,362.01,356.62,143.82
4923,2,103.3,361.52,354.98,140.99
4924,2,103.2,360.46,362.07,139.9
4925,4,103,354.6,364.92,141.56
4926,5,103.2,365.75,361.68,143.81
4927,8,103.3,368.34,357.4,146.11
4928,6,103.4,374.14,348.15,147.26
4929,3,103.4,367.1,360.31,147.49
4930,4,103.6,355.81,363.9,147.8
4931,3,103.6,355.61,363.73,148.23
4932,4,103.6,356.74,363.91,147.41
4933,3,103.5,367.7,359.47,145.96
4934,3,103.5,372.17,358.37,145.43
4935,5,103.6,374.5,346.28,147.87
4936,4,103.6,373.63,349.51,147.45
4937,5,103.6,374.51,361.09,146.47
4938,5,103.6,376.58,362.46,147.58
4939,4,103.8,376.56,360.41,146.91
4940,4,103.8,369.88,355.16,144.87
4941,6,103.9,367.25,362.81,144.69
4942,10,103.7,371.67,365.43,145.6
4943,5,103.5,376.74,362.69,143.85
4944,3,103.4,374.12,356.69,142.6
4945,2,103.3,372.41,357.93,141.88
4946,2,103.2,374.47,365.86,141.71
4947,4,103.3,378.7,362.72,141.97
4948,2,103.3,375.23,363.95,143.29
4949,3,103.2,379.66,357.03,148.47
4950,4,103.5,384.38,357.6,154.39
4951,5,103.6,384.84,347.6,155.7
4952,8,103.7,391.12,353.73,156.6
4953,4,103.7,381.01,362.76,155.16
4954,5,103.7,391.18,370.56,157.15
4955,3,103.7,388.91,365,160.07
4956,4,103.7,400.06,353.28,158.92
4957,4,103.6,399.87,354.54,158.48
4958,4,103.5,395.86,355.1,158.12
4959,4,103.6,388.81,356.03,156.19
4960,6,103.7,384.21,354.24,155.59
4961,5,103.7,385.44,354.92,152.59
4962,6,103.8,382.75,362.72,150.12
4963,7,103.9,384.15,358.4,150.52
4964,6,104,378.67,359.46,149.78
4965,6,104,373.45,355.32,148.47
4966,4,104.1,364.15,351.19,147.26
4967,4,104.5,360.85,353.89,145.68
4968,2,104.3,361.81,360.37,143.64
4969,3,104.4,364.38,367.25,142.8
4970,2,104.7,364.71,365.28,143.36
4971,3,104.9,372.87,364.15,142.17
4972,2,105.4,378.91,368.83,144.44
4973,2,105.7,393.14,374.99,149.41
4974,3,105.7,401.32,376.53,155.04
4975,4,104.8,401,372.24,157.53
4976,6,104.5,403.63,365.98,159.35
4977,4,104.3,399.99,360.12,160.77
4978,4,104.3,403.77,360.5,162.5
4979,3,104.2,399.14,363.03,161.39
4980,3,104,403.42,366.08,161.32
4981,4,103.9,397.06,359.55,161.39
4982,3,103.8,395.35,352.28,159.61
4983,3,103.6,387.99,353.08,157.71
4984,4,103.9,394.84,354.86,155.97
4985,5,104.5,389.53,360.91,154.01
4986,6,104.4,386.36,368.23,152.99
4987,3,104.3,378.38,372.48,150.28
4988,6,104.3,373.75,373.65,148.96
4989,5,104.4,367.9,369.68,147.87
4990,4,104.5,363.82,367.8,146.64
4991,5,104.5,361.62,364.63,145
4992,3,104.2,363.17,366.43,144.65
4993,2,104.3,366.67,371.7,142.56
4994,2,104.8,369.27,380.07,142.33
4995,3,104.9,369.42,370.75,142.59
4996,2,104.7,368.08,375.61,144.38
4997,2,104.8,373.48,367.61,149
4998,4,105.4,383.61,371.37,153.29
4999,3,105.1,389.21,366.52,156.32
5000,3,104.2,395.14,364.67,157.79
5001,4,104.1,389.73,362.39,157.99
5002,5,104.2,391.28,365.01,158.58
5003,4,104,393.84,358.9,158.86
5004,7,104.1,397.15,356.42,157.75
5005,7,104.3,393.43,353.77,158.9
5006,6,103.9,389.15,363.75,160.14
5007,6,104,390.9,367.6,158.79
5008,6,104,394.05,366.1,156.97
5009,9,104,391.89,369.64,156.48
5010,5,104,389.65,371.69,154.74
5011,4,103.9,383.03,365.56,152.85
5012,5,104,383.95,356.83,151.58
5013,4,104.2,382.63,353.75,149.54
5014,3,104.5,382.02,360.45,148.15
5015,3,104.8,373.59,355.57,146.26
5016,3,105.1,366.84,352.63,144.82
5017,2,105.8,366.18,353.24,143.15
5018,2,106.1,359.77,366.03,142.42
5019,2,106.4,364.54,370.04,142.48
5020,2,106.7,363.57,367.86,143.48
5021,3,106.3,369.36,365.65,148.68
5022,3,106,370.71,366.62,154.06
5023,4,105.2,376.88,370.45,156.77
5024,7,104.6,392.09,365.9,158.68
5025,7,104.3,400.55,359.79,159.6
5026,6,104.2,398.87,364.91,160.3
5027,8,104.3,390.58,370.73,160.16
5028,5,104.8,393.69,372.03,162.16
5029,6,104.9,401.68,365.15,161.05
5030,5,104.6,403.45,359.06,157.84
5031,5,104.4,394.97,364.23,154.91
5032,5,104.4,392.28,359.42,154.34
5033,7,104.4,384.71,369.49,152.84
5034,7,104.4,376.1,371.35,152.19
5035,4,104.2,368.81,371.09,151.04
5036,5,104.4,364.67,362.55,149.6
5037,4,104.5,363.34,363.18,148.28
5038,4,104.7,363.49,363.4,146.66
5039,2,104.8,365.08,361.26,144.59
5040,2,105,369.65,359.79,141.19
5041,3,105.2,365.64,363.58,141.33
5042,2,105.5,362.87,360.8,141.68
5043,2,105.5,360,358.07,141.9
5044,2,106,361.28,365.81,142.45
5045,3,106.2,369.17,379.43,143.75
5046,9,105.8,377.85,379.63,148.68
5047,8,105.2,381.05,368.51,151.8
5048,6,104.9,381.57,358.13,153.15
5049,4,104.7,376.51,364.93,154.56
5050,6,105.3,382.31,374.96,155.1
5051,4,105.1,386.38,381.82,154.81
5052,6,104.6,393.07,378.01,156.19
5053,3,104.5,384.02,365.99,156.08
5054,3,104.4,381.97,356.84,154.61
5055,5,104.2,380.83,350.5,152.32
5056,3,104.3,382.71,353.28,149.66
5057,6,104.3,373.13,359.94,143.74
5058,4,104.4,363.14,360.53,138.7
5059,4,104.4,358.57,365.27,144.06
5060,4,104.8,365.39,363.59,144.07
5061,4,105.2,363.51,370.37,143.13
5062,4,104.7,362.34,368.96,143.09
5063,3,104.8,351.4,366.1,141.19
5064,3,105.3,345.66,363.33,139.65
5065,2,105.6,347.62,358.36,140.47
5066,2,106.2,351.76,353.39,140.33
5067,2,106.3,356.19,356.14,139.52
5068,2,106.6,357.12,366.63,139.09
5069,3,107.3,355.55,375.08,141.12
5070,5,106,361.67,371.9,142.54
5071,5,105.1,360.61,360.59,144.96
5072,4,104.8,368.82,363.06,146.56
5073,4,104.6,372.03,363.63,147.34
5074,4,104.7,379.15,372.72,147.34
5075,6,104.6,370.53,368.27,146.84
5076,3,104.4,369.28,364.47,147.08
5077,5,104.4,356.52,355.79,147.03
5078,4,104.4,362.84,357.15,147.86
5079,4,104.8,362.4,356.79,147.05
5080,6,104.3,372.36,358.87,146.07
5081,7,104,372.69,369.17,144.79
5082,5,104,370.98,370.62,143.99
5083,4,104,370.96,363.6,142.89
5084,7,104.3,376.06,350.55,142.96
5085,5,104.9,372.4,347.74,142.79
5086,3,104.6,367.51,356.31,141.11
5087,3,104.5,360.88,352.77,140.8
5088,2,104.6,356.75,358.51,140.11
5089,2,105.1,352.3,359.74,139.08
5090,2,106.2,348.82,364.54,138.85
5091,2,105.9,348.48,364.47,137.35
5092,2,106,350.22,365.06,137.36
5093,3,106,360.77,366.1,139.55
5094,4,105.7,374.65,366,142.43
5095,5,105.1,375.97,364.71,143.75
5096,3,104.6,364.09,364.95,144.52
5097,4,104.3,358.03,363.48,143.84
5098,4,104.3,362.05,370.44,144.32
5099,5,104,367.78,367.44,144.76
5100,6,104.5,367.94,367.83,145
5101,4,104.6,367.38,369.12,145.03
5102,3,104,363.32,370.31,144.8
5103,5,103.9,360.75,368.69,144.94
5104,6,103.9,367.87,355.23,143.41
5105,5,103.9,375.05,358.49,143.52
5106,5,104.1,377.33,358.22,144.17
5107,6,104,372.92,364.9,143.67
5108,5,104.1,372.1,364.45,142.65
5109,5,104.2,371.95,366.12,144.13
5110,3,104.1,372.61,367.53,143.35
5111,4,104.5,368.88,361.37,142.44
5112,2,104,359.3,362.61,141.96
5113,3,104.7,354.52,360.07,143.81
5114,2,104.8,358.56,365.29,141.62
5115,2,105.1,364.62,363.26,139.99
5116,2,105.7,371.79,361.52,141.29
5117,2,106.5,371.87,358.49,147.42
5118,4,106.9,385.17,363.89,152.23
5119,5,106.3,392.14,367.18,154.41
5120,5,104.6,396.11,368.43,156.03
5121,4,104.3,398.15,362.81,156.64
5122,7,104.3,404.26,361.16,156.94
5123,4,104.1,405.13,363.34,157.78
5124,6,104.2,403.98,363.4,155.72
5125,3,104.1,392.55,361.29,154.63
5126,3,104,386.91,362.16,154
5127,4,103.8,383.32,364.16,151.02
5128,4,104,377.36,360.04,149.79
5129,4,104.1,375.97,362.92,148.72
5130,6,104,374.04,357.25,147.98
5131,7,104.1,371.96,363.4,146.57
5132,5,104.2,364.88,346.28,146.6
5133,4,104,359.22,350.34,145.3
5134,3,103.9,356.1,352.42,143.78
5135,3,104.1,363.64,363.57,143.47
5136,3,104.1,367.87,358.33,141.07
5137,2,103.5,376.74,362.46,140.44
5138,2,103.6,373.86,366.88,142
5139,2,103.7,374.1,369.44,145.27
5140,2,103.7,370.12,361.37,145.09
5141,3,103.8,381,350.6,150.02
5142,4,104.6,380.04,356.87,155.42
5143,5,104.3,384.15,353.08,156.08
5144,5,104,376.72,362.12,157.6
5145,6,104.1,386.85,361.85,157.94
5146,5,104.3,394.63,370.09,158.58
5147,5,104.2,409.77,363.95,158.1
5148,4,104.2,401.3,364.43,158.21
5149,4,104,396.72,361.02,157.42
5150,4,103.9,385.34,365.31,157.17
5151,3,104.3,388.74,357.87,154.28
5152,4,104.4,383.24,359.09,151.69
5153,4,104.4,382.35,363.37,150.32
5154,4,104.1,376.29,361.62,148.73
5155,4,104.1,378.23,365.44,148.22
5156,4,104.1,378.88,367.04,148.64
5157,4,104.1,379.08,375.44,148.74
5158,3,103.9,380.18,373.6,147.55
5159,3,103.8,377.1,373.79,148.22
5160,3,104.1,380.03,365.98,146.68
5161,2,103.5,373.01,358.48,145.3
5162,2,103.3,363.85,350.07,144.7
5163,2,103.6,350.41,355.07,144.01
5164,2,103.7,353.07,358.82,146
5165,3,104.4,366.72,357.98,151.78
5166,2,105.1,381.21,360.19,155.73
5167,3,104.8,391.45,361.33,156.4
5168,5,104.8,386.56,367.45,157.28
5169,5,104.5,383.6,364.39,158.27
5170,5,103.9,385.3,360.18,158.89
5171,6,104,390.41,357.99,159.39
5172,6,104,390.72,363.64,159.34
5173,5,104,393.44,367.55,159.18
5174,8,104.1,387.97,369.71,156.92
5175,10,104,392.01,362.3,155.47
5176,6,104.1,374.97,364.02,153.71
5177,6,103.9,371.71,363.25,152.5
5178,8,104,361.94,364.18,150.91
5179,4,104.1,368.62,361.29,149.06
5180,7,103.9,370.08,360.11,148.62
5181,4,103.9,370.75,357.72,148.34
5182,3,103.8,370.64,353.56,146.6
5183,3,104.1,375.65,353.6,145.78
5184,3,103.8,374.19,358.17,143.54
5185,2,103.6,370.76,363.2,142.58
5186,3,103.2,370.35,364.61,143.61
5187,3,103.3,375.11,362.69,143.77
5188,4,103.9,380.33,363.26,144.55
5189,3,103.5,385.02,359.04,151.44
5190,2,104.1,395.18,361.28,157.39
5191,5,104.4,395.05,362.25,159.78
5192,6,104.2,394.52,371.91,161.23
5193,8,104.3,394.1,373.52,161.74
5194,7,104.6,400.84,378.45,162.08
5195,6,104.9,406.53,373.81,160.26
5196,8,105,402.33,362.92,161.74
5197,5,104.9,398.59,358.46,161.25
5198,3,104.7,392.64,358.3,159.44
5199,5,104.4,392.87,366.49,158.39
5200,6,104.3,391.82,364.65,155.93
5201,8,104.2,387.18,363.29,152.96
5202,6,104.3,381.59,361.63,150.93
5203,7,104.5,371.34,358.99,148.77
5204,6,104.4,372.29,360.56,148.19
5205,7,104.3,364.84,367.47,148.6
5206,4,104.4,365.62,377.54,147.46
5207,4,104.3,358.72,371.49,146.41
5208,2,104.6,361.19,364.38,144.64
5209,3,104.7,357.71,355.67,143.2
5210,2,104.9,360.25,355.86,144.71
5211,2,105.1,359.33,355.53,143.57
5212,2,105.5,373.4,356.67,145.07
5213,4,105.6,380.02,363.28,149.57
5214,8,105.4,393.48,365.59,155.77
5215,10,105.1,394.6,370.79,159.46
5216,7,105.2,400.07,372.26,159.94
5217,8,105.1,405.96,373.4,161.5
5218,7,104.8,406.27,376.96,161.5
5219,7,104.7,402.17,366.53,160.86
5220,5,104.6,385.91,363.05,155.93
5221,5,104.4,385.46,355.37,154.88
5222,6,104.3,385.25,360.79,155.55
5223,4,104.3,392.21,367.75,154.54
5224,5,104.2,384.69,363.36,154.36
5225,7,104.2,381.38,366.01,151.64
5226,5,104.2,377.59,360.44,150.06
5227,7,104.1,369.53,362.38,148.67
5228,7,104.4,366.3,355.36,147.75
5229,7,104.5,365.87,354.47,146.72
5230,3,104.6,378,355.57,145.27
5231,3,104.5,377.52,364.91,145.91
5232,3,104.8,375.99,363.36,144.71
5233,2,105,367.41,368.1,144.48
5234,2,105.3,367.27,368.64,143.83
5235,3,105.8,366.57,372.27,142.54
5236,2,106.7,369.08,372.04,142.52
5237,3,107,374.55,370.28,144.53
5238,9,106.6,374.31,374.55,145.99
5239,9,105.4,378.63,371.87,147.89
5240,9,105.1,376.28,365.57,149.34
5241,8,105,381.68,363.68,150.08
5242,6,104.9,385.59,365.23,151.48
5243,4,105,384.15,367.91,151.59
5244,8,105.1,378.34,366.14,151.35
5245,3,104.9,386.88,366.86,150.37
5246,5,104.6,383.07,373.32,147.44
5247,3,104.7,379.71,369.69,142.85
5248,5,104.6,358.05,366.78,147.37
5249,5,104.6,359.96,359.75,146.35
5250,4,104.7,364.32,368.13,145.33
5251,6,104.9,366.81,368.73,145.26
5252,6,105.2,370.89,368.11,144.88
5253,7,105.1,364.84,363.45,144.61
5254,5,105.4,370.03,363.99,143.66
5255,3,105.5,367.78,362.62,143.06
5256,3,105.3,377.57,366.54,142.44
5257,2,105.2,372.92,367.87,141.62
5258,2,104.9,363.09,373.18,140.4
5259,3,105.1,355.48,366.9,140.77
5260,2,105.7,353.92,363.56,140.46
5261,3,106.5,359.8,362.42,141.6
5262,8,107.1,365.21,370.45,143.1
5263,9,106,370.74,374.46,145.24
5264,8,106,373.58,370.12,146.77
5265,5,105.3,374.49,366.59,147.86
5266,4,105.3,374.88,363.51,148.85
5267,5,105.1,371.08,363.73,150.01
5268,4,105.1,368.15,361.55,149.75
5269,8,105,370.82,357.36,149.82
5270,7,104.9,370.49,355.85,150
5271,5,104.7,372.26,360.47,148.99
